"100.N.60min.1.bam" "100.N.60min.2.bam" "100.N.60min.3.bam" "500.N.10min.1.bam" "500.N.10min.2.bam" "500.N.10min.3.bam" "500.N.20min.1.bam" "500.N.20min.2.bam" "500.N.20min.3.bam" "500.N.60min.1.bam" "500.N.60min.2.bam" "500.N.60min.3.bam"
"STM14_4171" 718 704 891 235 47 211 219 144 263 1026 1124 1233
"STM14_4172" 49 85 100 21 2 14 13 22 22 110 112 123
"STM14_4173" 15371 13797 17792 2443 700 2150 2709 1765 3244 19072 21051 21380
"STM14_4174" 3463 3339 3921 1023 243 690 884 584 963 3511 3646 4129
"STM14_4175" 214 207 234 51 8 30 28 22 45 224 332 374
"STM14_4176" 267 327 329 47 9 35 46 36 42 254 293 418
"STM14_4177" 291 422 486 36 9 22 19 12 42 260 357 547
"STM14_4178" 84 127 163 24 12 13 14 12 21 80 120 170
"STM14_4179" 2793 3177 3701 644 116 341 449 298 607 1858 1953 2825
"STM14_4180" 0 0 1 1 0 0 0 0 0 2 5 3
"STM14_4181" 60 79 77 154 16 35 72 62 77 131 228 501
"STM14_4182" 1 0 0 1 0 0 0 0 0 1 4 11
"STM14_4183" 46 41 44 17 5 11 12 9 6 40 104 145
"STM14_4184" 12 16 11 3 0 0 5 2 3 17 37 41
"STM14_4185" 1 0 5 2 0 0 0 0 0 0 4 1
"STM14_4186" 8 9 10 3 0 4 1 1 1 9 22 32
"STM14_4187" 278 299 357 28 6 23 34 20 44 269 338 427
"STM14_4188" 136 153 217 37 6 30 45 31 41 269 347 427
"STM14_4189" 533 531 707 179 25 99 128 92 148 805 858 1067
"STM14_4190" 140 170 168 39 8 30 32 22 34 189 186 191
"STM14_4191" 33 37 40 15 3 5 15 7 23 73 91 122
"STM14_4192" 503 537 599 146 19 63 77 69 112 572 474 478
"STM14_4193" 4791 4651 5228 1193 221 563 833 561 958 4619 4004 4400
"STM14_4194" 2406 2402 2519 664 113 297 438 354 454 2179 2019 2011
"STM14_4195" 3635 3589 3957 838 171 396 613 427 641 3316 3106 3043
"STM14_4196" 1561 1620 1855 495 110 263 320 224 317 1874 1733 1896
"STM14_4197" 8492 8687 9859 2257 489 1290 1747 1319 1696 11390 11577 11411
"STM14_4198" 8658 8538 10119 2178 415 1025 1605 1300 1757 12614 12560 12824
"STM14_4199" 7566 7031 8843 1935 343 1072 1479 1132 1550 11121 11229 11183
"STM14_4200" 127 153 174 11 6 12 18 12 28 215 240 279
"STM14_4201" 8 6 13 1 0 0 1 1 1 11 19 20
"STM14_4202" 9 8 11 1 1 1 1 2 4 9 25 17
"STM14_4203" 17 28 39 1 4 5 1 2 9 37 63 50
"STM14_4204" 56 52 75 5 1 6 8 4 8 69 80 119
"STM14_4205" 2752 2581 3197 682 125 345 442 350 422 3101 3023 2792
"STM14_4206" 1202 1113 1468 240 63 229 367 247 361 1968 2373 3107
"STM14_4207" 28 24 33 5 5 12 6 8 15 46 53 81
"STM14_4208" 2644 2699 3283 742 193 572 831 522 935 3338 4021 4762
"STM14_4209" 479 555 596 196 41 190 148 98 152 583 614 714
"STM14_4210" 348 387 411 146 56 212 160 104 155 365 401 443
"STM14_4211" 1947 1938 2193 835 194 1265 643 423 786 1839 1728 1944
"STM14_4212" 211 228 281 41 8 39 49 27 51 268 348 494
"STM14_4213" 4 5 4 1 1 1 1 0 4 11 16 25
"STM14_4214" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_4215" 37296 33127 37126 4063 1013 3138 3051 1809 3681 20279 20600 18567
"STM14_4216" 1404 1419 1585 291 62 226 345 197 387 1100 1195 1551
"STM14_4217" 2937 3118 3742 577 102 352 812 429 1053 2908 3277 4107
"STM14_4218" 377 455 496 65 23 48 82 49 75 596 627 849
"STM14_4219" 2655 2889 3375 650 127 356 593 362 578 1744 2012 2562
"STM14_4220" 8 12 10 2 0 0 2 1 2 15 23 39
"STM14_4221" 129 149 181 12 4 14 11 12 17 162 176 197
"STM14_4222" 1526 1760 1721 195 49 125 128 117 131 1561 1561 1699
"STM14_4223" 164 170 171 20 9 16 21 8 17 135 176 172
"STM14_4224" 16 24 19 4 0 0 1 1 5 16 13 23
"STM14_4225" 124 121 143 23 5 21 19 13 20 111 138 220
"STM14_4226" 232 254 327 65 9 56 54 41 90 256 303 420
"STM14_4227" 113 140 140 37 13 88 39 29 55 123 129 145
"STM14_4228" 1996 2612 2601 830 210 1066 591 407 894 2330 2538 3618
"STM14_4229" 2 5 4 1 0 4 1 0 1 8 16 23
"STM14_4230" 69 96 92 13 1 18 15 8 22 102 108 207
"STM14_4231" 572 666 687 42 11 62 60 21 65 328 383 518
"STM14_4232" 859 1013 1165 133 28 121 115 53 110 366 502 686
"STM14_4233" 1 2 4 0 0 0 1 1 0 18 31 39
"STM14_4234" 5300 6665 6797 411 103 420 387 201 418 3286 4377 5333
"STM14_4235" 1097 985 1290 146 40 145 346 238 287 2719 2960 2980
"STM14_4236" 1108 899 1288 126 39 124 302 235 263 2868 3052 2934
"STM14_4237" 3688 2491 4032 283 60 425 648 634 746 8710 9090 8458
"STM14_4238" 21607 17082 24656 1945 535 2773 5538 4476 4900 48137 46363 48331
"STM14_4239" 19278 14689 22279 2649 888 4447 5880 4500 5834 45632 45800 45914
"STM14_4240" 0 1 0 0 0 0 0 0 0 4 5 3
"STM14_4241" 599 518 752 259 58 251 279 193 302 1015 1209 1273
"STM14_4242" 934 839 1144 501 134 454 483 303 484 1424 1449 1691
"STM14_4243" 13 10 25 11 1 8 5 10 10 19 19 21
"STM14_4244" 889 837 1072 486 102 405 482 378 519 1369 1573 1843
"STM14_4245" 307 310 398 210 55 173 271 186 297 417 472 633
"STM14_4246" 326 346 415 9664 2182 8289 10209 7055 10679 873 1163 6081
"STM14_4247" 56 93 88 168 49 124 114 87 130 120 160 243
"STM14_4248" 263 262 298 38 8 13 36 12 28 365 454 544
"STM14_4249" 77 76 94 3 2 2 6 5 7 121 133 122
"STM14_4250" 28 24 57 4 1 0 1 3 3 41 84 105
"STM14_4251" 69 96 118 6 1 6 11 8 8 122 197 223
"STM14_4252" 310 385 397 97 26 67 75 59 93 581 742 979
"STM14_4253" 1727 1640 2151 420 107 400 476 346 541 2824 3466 3886
"STM14_4254" 6236 7934 8350 335 69 295 520 183 535 5769 5168 7669
"STM14_4255" 2034 2399 2574 109 14 76 187 56 160 2644 1941 2906
"STM14_4256" 1809 2200 2322 80 20 82 188 57 163 2413 2208 2997
"STM14_4257" 1697 1971 2290 75 10 66 150 59 132 1978 1780 2287
"STM14_4258" 5877 7080 8781 211 63 210 430 165 454 7206 6683 8383
"STM14_4259" 234 232 274 29 6 20 21 19 27 323 297 311
"STM14_4260" 2593 2523 3222 251 69 309 279 134 299 3764 3849 3456
"STM14_4261" 21 23 36 4 1 1 5 2 8 31 38 33
"STM14_4263" 11 13 9 2 0 2 0 1 5 21 30 27
"STM14_4264" 109 93 139 18 2 13 12 11 16 135 126 139
"STM14_4265" 54 53 64 12 5 15 6 5 7 62 82 75
"STM14_4266" 825 780 943 173 47 154 160 113 189 1288 1412 1446
"STM14_4267" 230 234 268 66 19 76 40 20 52 226 290 319
"STM14_4268" 608 632 799 74 26 87 100 48 146 672 792 971
"STM14_4269" 1 4 1 0 0 0 0 0 0 1 7 2
"STM14_4270" 5 2 7 3 0 2 3 2 2 20 26 31
"STM14_4271" 263 278 383 28 4 25 43 20 62 333 403 472
"STM14_4272" 25 30 20 9 0 8 16 11 7 66 95 110
"STM14_4273" 30 45 38 8 1 9 11 7 18 67 65 115
"STM14_4274" 30 17 57 6 1 6 7 3 8 49 44 76
"STM14_4275" 75 64 116 7 2 6 14 9 16 87 105 133
"STM14_4276" 825 913 1287 33 6 12 23 9 35 605 550 699
"STM14_4277" 1 1 3 1 0 1 0 0 0 1 0 0
"STM14_4278" 784 914 1185 26 4 20 47 27 68 952 929 1310
"STM14_4279" 413 486 511 20 11 13 37 19 31 380 419 428
"STM14_4280" 181 278 302 12 5 15 17 6 13 115 118 220
"STM14_4281" 167 197 270 12 1 8 15 5 11 65 102 172
"STM14_4282" 242 320 380 10 6 13 14 9 15 107 142 320
"STM14_4283" 4005 4855 6023 105 34 194 320 94 368 2586 3187 5965
"STM14_4284" 119 120 148 32 5 26 18 8 37 142 166 192
"STM14_4285" 23 27 37 5 0 7 2 5 12 39 47 45
"STM14_4286" 63 64 77 18 3 21 21 8 10 107 120 132
"STM14_4287" 66 51 76 8 6 13 23 6 13 92 125 137
"STM14_4288" 106 78 112 35 9 23 16 6 20 176 157 240
"STM14_4289" 75 76 109 12 6 20 17 10 12 194 275 308
"STM14_4290" 246 207 284 37 21 45 41 29 39 621 783 777
"STM14_4291" 2 0 4 0 1 0 0 0 0 2 3 7
"STM14_4292" 107 106 149 23 11 12 28 21 28 132 142 156
"STM14_4293" 56 44 53 10 3 10 13 11 12 50 49 79
"STM14_4294" 160 200 215 24 9 30 32 19 37 318 591 646
"STM14_4295" 14751 13560 17725 2128 371 1409 3298 2654 4354 34512 37760 40107
"STM14_4296" 552 624 776 140 41 106 179 165 224 1368 1293 1556
"STM14_4297" 1724 1468 1980 365 91 277 320 256 350 2710 2836 2826
"STM14_4298" 1531 1513 1825 375 81 293 314 228 304 2583 2584 2789
"STM14_4299" 3129 3009 3717 817 198 542 751 515 717 4337 4435 4620
"STM14_4300" 341 355 493 90 15 64 66 56 70 508 518 564
"STM14_4301" 230 283 311 55 20 30 70 47 64 270 353 388
"STM14_4302" 177 192 195 47 7 29 47 26 29 256 273 259
"STM14_4303" 1485 1454 1896 165 34 173 271 161 301 1866 2037 2444
"STM14_4304" 419 406 436 109 28 60 120 106 131 523 769 906
"STM14_4305" 750 730 900 112 21 121 99 90 136 662 781 745
"STM14_4306" 247 253 287 83 25 56 55 47 67 250 269 273
"STM14_4307" 122 115 225 30 4 10 25 20 25 234 220 208
"STM14_4308" 4006 3520 4481 864 205 619 804 609 978 3756 3645 4038
"STM14_4309" 298 335 352 69 32 85 73 52 83 410 509 580
"STM14_4310" 347 348 454 20 3 20 17 18 48 341 358 512
"STM14_4311" 613 604 743 111 23 102 111 78 145 727 772 835
"STM14_4312" 359 380 495 76 21 54 60 40 59 421 514 512
"STM14_4313" 195 258 280 61 5 33 57 29 48 260 328 324
"STM14_4314" 562 570 658 108 22 75 97 68 118 810 1051 1036
"STM14_4315" 224 215 234 40 5 36 44 26 56 409 566 517
"STM14_4316" 100 97 119 32 5 12 13 14 26 192 218 177
"STM14_4317" 608 557 650 173 39 81 125 88 122 918 1073 863
"STM14_4318" 4177 4396 4704 1204 212 410 515 386 568 3973 3732 3503
"STM14_4319" 760 841 1133 54 14 44 91 58 131 1109 1169 1481
"STM14_4320" 14921 15312 19812 1618 397 1175 2706 1646 3588 20082 23116 28128
"STM14_4321" 853 973 920 330 94 253 256 136 260 1267 2002 2105
"STM14_4322" 212 181 198 73 26 250 79 51 96 137 193 223
"STM14_4323" 2353 2283 2967 707 279 3106 1513 748 1847 2243 2432 2708
"STM14_4324" 296 277 405 36 12 44 62 49 112 311 376 535
"STM14_4325" 3 3 4 1 0 0 2 0 0 5 7 7
"STM14_4326" 549 544 707 208 40 171 130 126 100 887 1006 1028
"STM14_4327" 2725 2978 3405 896 179 676 741 532 632 3285 3768 3750
"STM14_4328" 226 269 329 69 7 36 51 34 52 411 541 570
"STM14_4329" 111 99 135 20 4 12 23 6 30 172 223 228
"STM14_4330" 159 129 193 25 6 14 17 11 24 225 239 221
"STM14_4331" 383 320 475 48 15 36 64 37 95 431 488 445
"STM14_4332" 313 324 375 96 19 68 60 46 83 437 486 511
"STM14_4333" 44 46 58 4 1 7 4 4 5 41 46 41
"STM14_4334" 721 908 1120 80 13 76 104 58 107 873 928 1163
"STM14_4335" 781 783 954 190 50 195 215 122 273 705 965 1092
"STM14_4336" 2 3 4 0 0 0 0 0 1 7 9 14
"STM14_4337" 16 4 13 0 2 2 6 1 5 29 55 77
"STM14_4338" 112 98 157 15 2 6 11 8 17 181 222 247
"STM14_4339" 0 2 2 1 2 0 1 2 1 5 8 8
"STM14_4340" 7 1 2 0 0 0 0 4 0 3 9 12
"STM14_4341" 197 175 284 21 6 47 24 14 49 226 321 463
"STM14_4342" 1168 1210 1773 98 40 135 161 100 211 1120 1320 1663
"STM14_4343" 24 17 34 3 3 0 3 2 3 22 24 46
"STM14_4344" 188 179 247 20 2 22 15 20 29 214 284 346
"STM14_4345" 905 1123 1435 60 20 79 86 58 133 998 1110 1712
"STM14_4346" 781 798 918 271 40 220 227 194 335 985 1113 1378
"STM14_4347" 10 4 4 3 0 0 1 2 1 9 22 24
"STM14_4348" 279 291 324 61 21 58 65 32 75 238 302 359
"STM14_4349" 904 957 1035 265 53 208 179 120 203 868 896 1060
"STM14_4350" 70 67 78 6 6 15 15 9 24 61 54 83
"STM14_4351" 6314 6528 8198 534 160 555 972 435 1268 5702 7416 8097
"STM14_4352" 12 18 16 4 1 4 0 1 5 21 16 28
"STM14_4353" 923 893 1133 230 47 159 182 105 212 847 922 1192
"STM14_4354" 31 34 39 8 2 3 3 1 3 29 27 41
"STM14_4355" 735 893 978 62 14 69 65 47 76 560 573 795
"STM14_4356" 367 527 524 34 9 39 34 20 40 322 318 397
"STM14_4357" 967 1280 1352 81 19 81 79 38 85 789 877 956
"STM14_4358" 763 1015 1119 60 14 62 72 34 68 779 858 1272
"STM14_4359" 586 699 859 30 6 45 48 34 58 896 1124 1562
"STM14_4360" 172 242 282 16 5 8 14 16 25 312 432 533
"STM14_4361" 23 20 36 0 0 2 3 1 4 84 69 75
"STM14_4362" 1016 1177 1459 131 33 97 131 92 119 1429 1480 1888
"STM14_4363" 51 64 63 2 1 5 5 5 4 48 53 77
"STM14_4364" 616 737 840 66 18 61 64 44 57 663 657 763
"STM14_4366" 104 115 124 27 6 39 19 15 35 110 83 83
"STM14_4367" 4 5 1 0 1 0 0 0 1 10 11 25
"STM14_4368" 20 14 34 11 1 5 4 3 7 51 76 99
"STM14_4369" 151 182 213 44 4 21 20 26 23 292 348 444
"STM14_4370" 516 595 834 16 5 32 24 11 14 515 585 642
"STM14_4371" 591 628 982 23 6 39 23 5 35 475 613 714
"STM14_4372" 365 401 663 13 7 31 16 8 37 419 466 520
"STM14_4373" 625 620 1070 15 12 43 40 10 42 666 805 1000
"STM14_4374" 149 174 235 6 4 13 15 0 21 169 205 273
"STM14_4375" 4540 4718 7797 120 47 229 271 101 388 4731 5680 7990
"STM14_4376" 55 66 53 7 2 12 8 4 10 74 158 188
"STM14_4377" 129 123 133 20 4 11 17 6 11 133 129 115
"STM14_4378" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_4379" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_4380" 85 88 98 41 11 18 31 16 20 91 104 124
"STM14_4382" 763 800 919 91 19 103 72 44 79 894 942 1234
"STM14_4383" 51 48 48 4 1 7 8 3 7 64 93 122
"STM14_4384" 155 212 276 65 19 64 67 46 64 504 794 1002
"STM14_4385" 148 174 193 22 3 18 19 18 24 299 590 698
"STM14_4386" 3 4 7 1 0 1 0 2 1 25 97 113
"STM14_4387" 22 17 14 0 2 2 1 2 2 53 98 83
"STM14_4388" 51 59 72 2 0 5 1 5 2 62 62 76
"STM14_4389" 202 241 339 15 1 15 6 5 7 268 316 399
"STM14_4390" 524 559 675 69 27 78 72 49 100 721 826 1076
"STM14_4391" 254 313 345 42 13 38 42 13 45 289 358 458
"STM14_4392" 516 490 682 89 22 102 76 52 81 486 621 663
"STM14_4393" 0 1 0 0 0 0 0 0 0 0 4 3
"STM14_4394" 301 354 369 61 19 63 57 58 70 350 363 489
"STM14_4395" 2 3 1 1 0 1 1 0 2 5 11 12
"STM14_4396" 897 968 1230 116 33 122 144 59 173 895 1060 1250
"STM14_4397" 1934 2134 2642 444 90 316 312 188 455 1598 1506 1731
"STM14_4398" 2406 3723 4163 32 5 22 60 30 119 1892 1630 2640
"STM14_4399" 4095 2856 4131 2131 667 1537 1128 923 1168 11624 17481 22938
"STM14_4400" 411 414 491 48 16 50 102 46 136 339 368 418
"STM14_4401" 965 834 1067 87 27 66 165 133 191 2793 4069 4787
"STM14_4402" 299 254 383 32 11 28 51 53 93 934 1226 1359
"STM14_4403" 14 22 24 5 0 2 2 5 3 48 54 56
"STM14_4404" 100 96 124 19 4 19 13 11 18 174 228 292
"STM14_4405" 39 41 63 11 3 5 7 9 9 65 108 133
"STM14_4406" 6990 6925 8569 1748 379 1319 1283 804 1074 7500 7850 7400
"STM14_4407" 3238 3076 3921 707 176 530 509 344 368 3582 3694 3477
"STM14_4408" 33 53 63 7 0 3 7 3 8 56 58 87
"STM14_4409" 98 139 172 13 6 13 18 6 22 114 151 203
"STM14_4410" 4 8 7 0 0 4 2 0 1 18 16 16
"STM14_4411" 260 277 381 32 7 32 22 20 43 388 422 588
"STM14_4412" 15 18 18 2 0 4 4 0 5 38 38 41
"STM14_4413" 97 111 138 20 3 6 21 12 18 187 301 326
"STM14_4414" 131 123 153 22 5 21 19 9 23 260 440 562
"STM14_4415" 2 2 1 0 0 0 0 0 0 2 11 12
"STM14_4416" 0 1 0 0 0 1 0 2 0 9 18 28
"STM14_4417" 507 461 644 136 15 70 64 59 91 743 878 1139
"STM14_4418" 2747 2694 3527 539 89 273 406 391 576 3565 3483 3847
"STM14_4419" 32 42 54 5 2 1 6 3 6 48 56 92
"STM14_4420" 145 184 184 13 4 28 13 5 21 143 221 236
"STM14_4421" 682 644 888 183 51 156 146 88 147 581 609 704
"STM14_4422" 508 449 652 71 25 40 65 45 93 615 624 697
"STM14_4423" 1223 1210 1587 150 29 109 177 113 204 1603 1616 1790
"STM14_4424" 1 1 0 0 0 0 0 0 0 7 11 11
"STM14_4425" 55 34 73 6 2 7 16 10 26 125 190 193
"STM14_4426" 22 20 23 2 1 2 3 2 8 91 164 149
"STM14_4427" 48 41 59 8 3 8 7 5 16 108 146 169
"STM14_4428" 8 8 16 0 0 1 2 1 0 20 28 35
"STM14_4429" 19 17 18 1 1 2 5 2 1 42 53 40
"STM14_4430" 24 14 27 2 0 2 3 0 1 32 17 28
"STM14_4431" 23 18 21 0 1 2 2 0 0 25 29 23
"STM14_4432" 6 5 9 0 0 2 3 1 0 3 14 15
"STM14_4433" 8 10 14 1 0 0 0 1 0 11 14 18
"STM14_4434" 28 26 26 6 1 7 7 2 4 43 69 67
"STM14_4435" 142 170 192 32 8 43 31 13 42 179 239 272
"STM14_4436" 147 152 190 17 8 21 21 12 21 177 218 229
"STM14_4437" 3 3 3 0 0 0 0 0 0 1 2 1
"STM14_4438" 1215 1544 1985 38 11 42 58 20 60 848 810 1072
"STM14_4439" 1153 1495 1784 37 14 79 106 40 145 1435 1440 2179
"STM14_4440" 790 794 995 103 23 118 90 46 104 1148 1344 1417
"STM14_4441" 709 596 833 83 10 98 74 55 96 881 878 916
"STM14_4442" 2469 2928 3722 144 46 274 324 126 336 3249 3274 3800
"STM14_4443" 3326 3325 4651 233 77 253 456 235 475 3398 3286 3852
"STM14_4444" 1869 1989 2412 142 32 144 271 97 300 1781 1489 1838
"STM14_4445" 467 525 611 41 7 33 68 46 102 605 677 801
"STM14_4446" 289 365 448 23 6 13 39 24 59 423 421 593
"STM14_4447" 423 471 545 142 33 93 92 48 99 489 636 770
"STM14_4448" 28 19 21 5 1 7 7 3 5 40 67 89
"STM14_4449" 5 4 9 0 0 1 3 3 1 63 141 169
"STM14_4450" 464 531 685 81 19 86 93 66 153 812 1185 1442
"STM14_4451" 5263 6718 6839 596 294 2247 1753 852 2166 9951 12670 14231
"STM14_4452" 1513 1954 1984 150 84 574 412 169 418 1703 1817 2073
"STM14_4453" 3166 3993 3586 344 197 1372 481 191 407 3688 3723 4081
"STM14_4454" 226 210 279 49 15 82 33 14 24 249 266 319
"STM14_4455" 116 123 200 31 5 13 18 11 23 144 178 206
"STM14_4456" 3 3 5 0 0 0 0 0 0 6 18 10
"STM14_4457" 2716 672 3845 33 8 19 32 11 34 318 445 503
"STM14_4458" 1636 692 2311 115 35 65 67 60 52 541 697 862
"STM14_4459" 1774 1967 2308 425 90 258 253 159 279 1450 1712 1990
"STM14_4460" 6069 6432 7837 1367 291 808 836 582 1069 2944 2892 3386
"STM14_4461" 10005 10595 12953 1870 363 1274 1624 969 1961 6776 6703 7558
"STM14_4462" 5047 5718 6914 1112 250 681 880 602 1137 3590 3041 3593
"STM14_4463" 4848 5226 6303 1019 253 721 805 528 968 3020 2819 3002
"STM14_4464" 909 1029 1213 368 84 267 235 213 243 745 743 942
"STM14_4465" 697 792 990 213 54 138 166 111 154 660 727 795
"STM14_4466" 709 784 884 165 32 98 90 108 111 550 690 810
"STM14_4467" 1034 1102 887 59 14 53 76 102 112 852 1492 2234
"STM14_4468" 753 942 1202 107 20 125 93 40 113 766 627 740
"STM14_4469" 7102 7576 8177 1031 292 1216 1169 622 1198 7320 7858 8475
"STM14_4470" 4473 4965 5697 690 194 789 775 456 906 4017 4622 5123
"STM14_4471" 4317 4384 5246 1044 247 826 910 592 1004 4529 4642 5349
"STM14_4472" 2573 2515 2992 742 173 582 565 416 536 2198 2155 2462
"STM14_4473" 1789 1791 2186 628 143 459 350 271 394 1317 1261 1394
"STM14_4474" 4807 5136 6015 1668 474 1189 1063 618 1103 3000 2652 3072
"STM14_4475" 2435 2639 3173 763 162 389 543 397 675 2315 2463 2738
"STM14_4476" 1287 1270 1642 575 128 367 416 244 480 1481 1496 1761
"STM14_4477" 967 975 1044 452 129 250 299 193 322 850 831 910
"STM14_4478" 1326 1381 1651 654 146 357 523 262 523 1385 1509 1714
"STM14_4479" 1915 1873 2229 865 200 497 654 396 684 2435 2656 3010
"STM14_4480" 1465 1472 1789 713 157 446 566 352 637 1952 2282 2486
"STM14_4481" 187 193 247 105 16 68 80 59 104 262 286 261
"STM14_4482" 1352 1241 1603 470 111 354 425 290 484 1692 1832 1947
"STM14_4483" 2047 2098 2455 682 125 409 517 415 617 2632 2792 3019
"STM14_4484" 2567 2588 3104 711 160 471 757 536 833 3790 4260 4355
"STM14_4485" 5 2 8 1 3 3 2 5 1 15 15 12
"STM14_4486" 2013 1968 2412 487 90 270 297 210 336 1820 2130 2130
"STM14_4487" 1093 1144 1428 194 47 139 226 112 199 1409 1600 1752
"STM14_4488" 414 341 442 174 50 482 303 153 369 561 702 660
"STM14_4489" 7418 6895 8523 5126 1006 2766 2870 2196 3093 8645 7056 7295
"STM14_4490" 14062 13259 15872 6384 1250 3687 3624 3333 4336 15548 14437 13295
"STM14_4491" 341 339 430 66 22 74 86 39 125 405 518 499
"STM14_4492" 1621 1629 1908 452 119 392 390 270 368 2669 2871 2587
"STM14_4493" 2658 2496 3042 624 89 424 501 370 614 3508 3462 3308
"STM14_4494" 1245 1209 1482 402 92 236 261 225 305 1398 1575 1512
"STM14_4495" 396 367 439 148 32 108 113 69 116 220 291 368
"STM14_4496" 788 808 1054 267 32 96 156 101 149 859 718 897
"STM14_4497" 4 5 7 0 0 1 0 0 0 3 7 7
"STM14_4498" 2021 2117 2780 535 108 456 453 341 528 1879 2031 2263
"STM14_4499" 164 185 226 48 13 43 39 27 40 245 265 283
"STM14_4500" 90 91 114 18 4 16 14 7 24 154 186 215
"STM14_4501" 1 3 0 2 0 0 1 0 0 1 0 4
"STM14_4502" 380 333 476 172 35 92 86 78 101 265 336 453
"STM14_4503" 105 132 175 46 6 33 28 15 34 118 186 227
"STM14_4504" 1 4 2 0 0 1 0 0 0 5 3 7
"STM14_4505" 1504 1401 1893 440 90 321 261 193 354 1420 1380 1493
"STM14_4506" 1692 1632 2249 636 132 444 444 282 523 1516 1399 1511
"STM14_4507" 4397 4165 5578 1884 389 1145 1289 781 1296 4038 3981 4378
"STM14_4508" 659 628 875 236 56 192 127 100 156 424 430 547
"STM14_4509" 840 894 1104 316 83 224 179 116 226 521 564 607
"STM14_4510" 549 645 679 49 7 34 43 26 47 581 571 523
"STM14_4511" 2162 2487 2675 100 18 102 118 68 182 2159 2023 1632
"STM14_4512" 1 1 2 0 0 0 0 1 0 5 13 10
"STM14_4513" 152 147 184 67 10 26 21 27 36 134 169 153
"STM14_4514" 1404 1430 1887 108 33 114 242 98 248 1598 1871 1980
"STM14_4515" 138 134 193 15 7 20 24 11 30 177 256 272
"STM14_4516" 23 23 30 3 0 4 2 3 4 45 84 108
"STM14_4518" 14 11 24 9 1 5 7 6 6 66 105 91
"STM14_4519" 25 24 38 14 8 9 15 13 13 147 161 152
"STM14_4520" 29 31 23 4 3 6 9 1 8 101 137 136
"STM14_4521" 26 13 16 4 4 4 4 5 6 67 98 106
"STM14_4522" 1788 1888 2164 414 98 314 387 249 473 2437 2619 2843
"STM14_4523" 219 245 313 52 14 47 51 35 72 268 292 341
"STM14_4524" 909 929 1258 157 28 158 160 114 219 1008 1121 1416
"STM14_4526" 20 17 26 5 1 4 4 7 3 80 165 163
"STM14_4527" 234 221 269 40 7 28 50 33 37 472 699 800
"STM14_4528" 188 207 239 46 9 15 33 21 38 390 516 566
"STM14_4529" 358 372 521 66 19 51 71 56 75 1086 1461 1562
"STM14_4531" 18 38 33 2 1 4 14 3 26 44 63 69
"STM14_4532" 763 1052 782 84 14 51 335 163 311 1124 1468 1723
"STM14_4533" 205 182 228 37 6 30 52 25 124 269 248 311
"STM14_4534" 447 455 614 51 13 44 72 40 91 617 689 1005
"STM14_4535" 16 11 10 3 0 1 7 1 2 19 34 38
"STM14_4536" 189 190 190 42 8 31 60 53 71 436 653 958
"STM14_4537" 10 4 6 0 1 2 4 4 8 20 42 78
"STM14_4538" 29 26 41 7 1 0 26 21 23 108 166 257
"STM14_4539" 5 2 13 3 0 4 4 8 21 21 21 39
"STM14_4540" 4 1 3 0 0 0 2 0 5 8 17 13
"STM14_4541" 331 343 402 85 11 34 71 49 96 360 436 570
"STM14_4542" 99 112 136 8 1 16 12 14 25 132 181 239
"STM14_4543" 38 56 49 9 2 3 9 5 10 53 79 82
"STM14_4544" 57 67 73 12 2 7 12 8 11 67 79 96
"STM14_4545" 55 64 71 15 3 13 14 11 13 84 85 108
"STM14_4546" 29 43 51 13 1 8 10 3 10 46 60 74
"STM14_4547" 29 24 30 15 3 6 20 7 14 27 36 55
"STM14_4548" 16 14 16 4 3 9 7 0 8 14 21 29
"STM14_4549" 2 1 1 0 0 0 1 0 0 2 2 6
"STM14_4550" 1039 1007 1299 137 36 106 183 77 168 824 878 1132
"STM14_4551" 53 34 38 3 0 2 4 2 5 30 26 24
"STM14_4552" 256 267 382 2 0 8 14 7 17 170 181 307
"STM14_4553" 31 26 26 0 0 0 1 0 2 16 16 21
"STM14_4554" 872 962 1205 91 36 203 179 72 208 1049 1214 1593
"STM14_4555" 100 110 134 15 3 16 26 19 29 171 209 243
"STM14_4556" 131 162 209 24 2 20 27 24 35 305 331 344
"STM14_4557" 242 271 317 19 8 14 54 45 48 546 706 697
"STM14_4558" 61 67 81 9 4 7 10 7 17 129 147 166
"STM14_4559" 94 118 118 20 3 25 17 6 15 234 287 333
"STM14_4560" 286 269 388 55 14 43 47 35 70 482 576 724
"STM14_4561" 400 405 566 67 24 60 89 42 83 602 802 802
"STM14_4562" 199 186 250 23 8 52 39 20 42 252 200 283
"STM14_4563" 296 318 395 51 20 69 58 23 78 353 401 523
"STM14_4564" 436 426 559 78 18 137 130 71 172 561 566 735
"STM14_4565" 34 29 42 5 3 6 4 5 13 42 49 67
"STM14_4566" 121 128 135 27 5 22 19 15 46 112 150 166
"STM14_4567" 2 0 1 0 0 0 0 0 0 4 1 1
"STM14_4568" 843 358 1803 11 1 7 15 9 11 690 757 716
"STM14_4569" 46 77 75 8 0 9 5 4 4 43 49 43
"STM14_4570" 103 87 117 24 2 11 13 5 14 69 76 76
"STM14_4571" 90 108 136 17 0 8 8 5 19 67 71 62
